Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
NRZ,New Residential Investment Corp.,15.34,$6.37B,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nrz,
SNR,New Senior Investment Group Inc.,7.87,$652.93M,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/snr,
NYCB,"New York Community Bancorp, Inc.",12.25,$5.73B,,Finance,Banks,https://old.nasdaq.com/symbol/nycb,
NYT,New York Times Company (The),31.73,$5.27B,,Consumer Services,Newspapers/Magazines,https://old.nasdaq.com/symbol/nyt,
NJR,NewJersey Resources Corporation,41.71,$3.75B,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/njr,
NEU,NewMarket Corporation,498.16,$5.57B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/neu,
NEM,Newmont Goldcorp Corporation,38.06,$31.2B,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nem,
NR,"Newpark Resources, Inc.",5.98,$536.49M,,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/nr,
NEXA,Nexa Resources S.A.,8.18,$1.08B,2017.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/nexa,
NXRT,"NexPoint Residential Trust, Inc.",48.09,$1.19B,2015.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/nxrt,
NHF,NexPoint Strategic Opportunities Fund,16.58,$761.88M,,,,https://old.nasdaq.com/symbol/nhf,
NEP,"NextEra Energy Partners, LP",52.1,$3.17B,2014.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nep,
NEE,"NextEra Energy, Inc.",232.16,$113.47B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nee,
NEX,NexTier Oilfield Solutions Inc.,4.74,$1B,2017.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nex,
NGL,NGL ENERGY PARTNERS LP,9.9,$1.27B,2011.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/ngl,
NLSN,Nielsen N.V.,20.46,$7.28B,2011.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/nlsn,
NKE,"Nike, Inc.",94.18,$147.02B,,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/nke,
NINE,"Nine Energy Service, Inc.",5.11,$156.78M,2018.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/nine,
NIO,NIO Inc.,1.8,$1.89B,2018.0,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/nio,
NI,"NiSource, Inc",26.25,$9.81B,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ni,
NL,"NL Industries, Inc.",4.2,$204.77M,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/nl,
NOAH,Noah Holdings Ltd.,28.08,$1.69B,2010.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/noah,
NBLX,Noble Midstream Partners LP,21.77,$864.43M,2016.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/nblx,
NOK,Nokia Corporation,3.45,$19.33B,1994.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/nok,
NOMD,Nomad Foods Limited,20.61,$4.01B,2016.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/nomd,
NMR,Nomura Holdings Inc ADR,4.9,$15.84B,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/nmr,
OSB,Norbord Inc.,28.83,$2.35B,,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/osb,
NAT,Nordic American Tankers Limited,3.39,$481.28M,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nat,
JWN,"Nordstrom, Inc.",37.87,$5.88B,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/jwn,
NSC,Norfolk Southern Corporation,193.37,$50.42B,,Transportation,Railroads,https://old.nasdaq.com/symbol/nsc,
NOA,North American Construction Group Ltd.,10.98,$299.43M,2006.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/noa,
NRT,North European Oil Royality Trust,5.76,$52.94M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/nrt,
NOC,Northrop Grumman Corporation,356.7,$60.12B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/noc,
NWN,Northwest Natural Holding Company,65.27,$1.99B,,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/nwn,
NWE,NorthWestern Corporation,69.3,$3.5B,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/nwe,
NCLH,Norwegian Cruise Line Holdings Ltd.,53.49,$11.38B,,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/nclh,
NVS,Novartis AG,90.33,$204.56B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvs,
NVO,Novo Nordisk A/S,57.07,$134.8B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/nvo,
DNOW,NOW Inc.,11.54,$1.26B,2014.0,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/dnow,
NRG,"NRG Energy, Inc.",39.8,$10.01B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/nrg,
NUS,"Nu Skin Enterprises, Inc.",39.08,$2.17B,1996.0,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/nus,
NUE,Nucor Corporation,55.46,$16.82B,,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/nue,
NS,Nustar Energy L.P.,28.32,$3.05B,,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/ns,
NSS,"NuStar Logistics, L.P.",26.1945,,,,,https://old.nasdaq.com/symbol/nss,
NTR,Nutrien Ltd.,47.88,$27.43B,2004.0,Basic Industries,Agricultural Chemicals,https://old.nasdaq.com/symbol/ntr,
NVG,Nuveen AMT-Free Municipal Credit Income Fund,16.17,$3.28B,2002.0,,,https://old.nasdaq.com/symbol/nvg,
NUV,Nuveen AMT-Free Municipal Value Fund,10.47,$2.17B,1987.0,,,https://old.nasdaq.com/symbol/nuv,
NUW,Nuveen AMT-Free Municipal Value Fund,17.01,$263.85M,2009.0,,,https://old.nasdaq.com/symbol/nuw,
NEA,Nuveen AMT-Free Quality Municipal Income Fund,14.04,$3.69B,2002.0,,,https://old.nasdaq.com/symbol/nea,
NAZ,Nuveen Arizona Quality Municipal Income Fund,13.254000000000001,$153.36M,1992.0,,,https://old.nasdaq.com/symbol/naz,
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,15.12,$718.51M,2002.0,,,https://old.nasdaq.com/symbol/nkx,
NCB,Nuveen California Municipal Value Fund 2,15.8,$52.18M,,,,https://old.nasdaq.com/symbol/ncb,
NCA,"Nuveen California Municipal Value Fund, Inc.",10.28,$288.78M,,,,https://old.nasdaq.com/symbol/nca,
NAC,Nuveen California Quality Municipal Income Fund,14.75,$2.13B,1999.0,,,https://old.nasdaq.com/symbol/nac,
JCE,Nuveen Core Equity Alpha Fund,14.57,$233.54M,2007.0,,,https://old.nasdaq.com/symbol/jce,
JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.85,$272.76M,2017.0,,,https://old.nasdaq.com/symbol/jco,
JQC,Nuveen Credit Strategies Income Fund,7.35,$996.73M,2003.0,,,https://old.nasdaq.com/symbol/jqc,
JDD,Nuveen Diversified Dividend and Income Fund,10.99,$216.9M,2003.0,,,https://old.nasdaq.com/symbol/jdd,
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,18.05,$654.34M,2014.0,,,https://old.nasdaq.com/symbol/diax,
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,8.74,$124.42M,2017.0,,,https://old.nasdaq.com/symbol/jemd,
NEV,Nuveen Enhanced Municipal Value Fund,14.52,$362.27M,2009.0,,,https://old.nasdaq.com/symbol/nev,
JFR,Nuveen Floating Rate Income Fund,9.53,$542.43M,2004.0,,,https://old.nasdaq.com/symbol/jfr,
JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.53,$386.36M,2004.0,,,https://old.nasdaq.com/symbol/jro,
NKG,Nuveen Georgia Quality Municipal Income Fund ,12.37,$128.65M,2002.0,,,https://old.nasdaq.com/symbol/nkg,
JGH,Nuveen Global High Income Fund,15.61,$361.8M,2014.0,,,https://old.nasdaq.com/symbol/jgh,
JHAA,Nuveen High Income 2023 Target Term Fund,10.7999,$84.38M,2018.0,,,https://old.nasdaq.com/symbol/jhaa,
JHB,Nuveen High Income November 2021 Target Term Fund,9.9,$553.13M,2016.0,,,https://old.nasdaq.com/symbol/jhb,
NXC,Nuveen Insured California Select Tax-Free Income Portfolio,15.69,$99.63M,1992.0,,,https://old.nasdaq.com/symbol/nxc,
NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,13.888,$54.51M,1992.0,,,https://old.nasdaq.com/symbol/nxn,
NID,Nuveen Intermediate Duration Municipal Term Fund,13.61,$638.44M,2012.0,,,https://old.nasdaq.com/symbol/nid,
NMY,Nuveen Maryland Quality Municipal Income Fund,13.305,$307.34M,1993.0,,,https://old.nasdaq.com/symbol/nmy,
NMT,Nuveen Massachusetts Municipal Income Fund,14.36,$133.87M,,,,https://old.nasdaq.com/symbol/nmt,
NUM,Nuveen Michigan Quality Municipal Income Fund,13.98,$282.77M,1991.0,,,https://old.nasdaq.com/symbol/num,
NMS,Nuveen Minnesota Quality Municipal Income Fund,13.8398,$80.03M,2014.0,,,https://old.nasdaq.com/symbol/nms,
NOM,Nuveen Missouri Quality Municipal Income Fund,14.6,$34.23M,1993.0,,,https://old.nasdaq.com/symbol/nom,
JLS,Nuveen Mortgage and Income Fund,22.48,$123.34M,2009.0,,,https://old.nasdaq.com/symbol/jls,
JMM,Nuveen Multi-Market Income Fund,7.23,$68.41M,,,,https://old.nasdaq.com/symbol/jmm,
NHA,Nuveen Municipal 2021 Target Term Fund,9.78,$84.33M,2016.0,,,https://old.nasdaq.com/symbol/nha,
NZF,Nuveen Municipal Credit Income Fund,15.89,$2.26B,2007.0,,,https://old.nasdaq.com/symbol/nzf,
NMCO,Nuveen Municipal Credit Opportunities Fund,15.4,$723.8M,2019.0,,,https://old.nasdaq.com/symbol/nmco,
NMZ,Nuveen Municipal High Income Opportunity Fund,14.18,$912.11M,2003.0,,,https://old.nasdaq.com/symbol/nmz,
NMI,"Nuveen Municipal Income Fund, Inc.",11.4,$99.61M,1988.0,,,https://old.nasdaq.com/symbol/nmi,
NJV,Nuveen New Jersey Municipal Value Fund,13.8,$21.13M,,,,https://old.nasdaq.com/symbol/njv,
NXJ,Nuveen New Jersey Quality Municipal Income Fund,14.42,$598.55M,2001.0,,,https://old.nasdaq.com/symbol/nxj,
NRK,Nuveen New York AMT-Free Quality Municipal,13.275,$1.16B,2002.0,,,https://old.nasdaq.com/symbol/nrk,
NYV,Nuveen New York Municipal Value Fund 2,14.3,$33.6M,2009.0,,,https://old.nasdaq.com/symbol/nyv,
NNY,"Nuveen New York Municipal Value Fund, Inc.",10.18,$154.95M,1988.0,,,https://old.nasdaq.com/symbol/nny,
NAN,Nuveen New York Quality Municipal Income Fund,13.98,$431.3M,1999.0,,,https://old.nasdaq.com/symbol/nan,
NUO,Nuveen Ohio Quality Municipal Income Fund,15.47,$283.36M,1991.0,,,https://old.nasdaq.com/symbol/nuo,
NPN,Nuveen Pennsylvania Municipal Value Fund,14.2175,$17.33M,2009.0,,,https://old.nasdaq.com/symbol/npn,
NQP,Nuveen Pennsylvania Quality Municipal Income Fund,14.09,$526.73M,1991.0,,,https://old.nasdaq.com/symbol/nqp,
JPC,Nuveen Preferred & Income Opportunities Fund,10.16,$1.05B,2003.0,,,https://old.nasdaq.com/symbol/jpc,
JPS,Nuveen Preferred & Income Securities Fund,10.08,$2.05B,2002.0,,,https://old.nasdaq.com/symbol/jps,
JPT,Nuveen Preferred and Income 2022 Term Fund,24.7398,$169.04M,2017.0,,,https://old.nasdaq.com/symbol/jpt,
JPI,Nuveen Preferred and Income Term Fund,24.88,$566.2M,2012.0,,,https://old.nasdaq.com/symbol/jpi,
NAD,Nuveen Quality Municipal Income Fund,14.4,$2.91B,1999.0,,,https://old.nasdaq.com/symbol/nad,
JRI,Nuveen Real Asset Income and Growth Fund,17.9,$491.7M,2012.0,,,https://old.nasdaq.com/symbol/jri,
JRS,Nuveen Real Estate Fund,10.75,$310.59M,2001.0,,,https://old.nasdaq.com/symbol/jrs,
BXMX,Nuveen S&P 500 Buy-Write Income Fund,13.82,$1.43B,,,,https://old.nasdaq.com/symbol/bxmx,
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,16.0,$268.8M,,,,https://old.nasdaq.com/symbol/spxx,
NIM,Nuveen Select Maturities Municipal Fund,10.33,$128.56M,1992.0,,,https://old.nasdaq.com/symbol/nim,
NXP,Nuveen Select Tax Free Income Portfolio,16.2938,$269.99M,1992.0,,,https://old.nasdaq.com/symbol/nxp,
NXQ,Nuveen Select Tax Free Income Portfolio II,14.88,$263.58M,1992.0,,,https://old.nasdaq.com/symbol/nxq,
NXR,Nuveen Select Tax Free Income Portfolio III,15.8,$206.12M,1992.0,,,https://old.nasdaq.com/symbol/nxr,
NSL,Nuveen Senior Income Fund,5.65,$218.15M,1999.0,,,https://old.nasdaq.com/symbol/nsl,
JSD,Nuveen Short Duration Credit Opportunities Fund,14.55,$146.89M,2011.0,,,https://old.nasdaq.com/symbol/jsd,
NBB,Nuveen Taxable Municipal Income Fund,21.43,$586.24M,2010.0,,,https://old.nasdaq.com/symbol/nbb,
JTD,Nuveen Tax-Advantaged Dividend Growth Fund,17.45,$252.75M,,,,https://old.nasdaq.com/symbol/jtd,
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,11.725,$162.4M,2004.0,,,https://old.nasdaq.com/symbol/jta,
NPV,Nuveen Virginia Quality Municipal Income Fund,14.26,$254.94M,1993.0,,,https://old.nasdaq.com/symbol/npv,
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund,13.76,$180.22M,2013.0,,,https://old.nasdaq.com/symbol/niq,
NVT,nVent Electric plc,24.01,$4.06B,2018.0,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/nvt,
NVR,"NVR, Inc.",3652.64,$13.5B,,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/nvr,
OAC,Oaktree Acquisition Corp.,9.9,$199.24M,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/oac,
OMP,Oasis Midstream Partners LP,16.86,$569.79M,2017.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/omp,
OXY,Occidental Petroleum Corporation,39.3,$35.15B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/oxy,
OII,"Oceaneering International, Inc.",13.41,$1.33B,,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/oii,
OCN,Ocwen Financial Corporation,1.57,$211.59M,,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/ocn,
OFG,OFG Bancorp,21.12,$1.08B,,Finance,Major Banks,https://old.nasdaq.com/symbol/ofg,
OGE,OGE Energy Corp,43.06,$8.62B,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/oge,
OIS,"Oil States International, Inc.",15.09,$912.99M,2001.0,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/ois,
ODC,Oil-Dri Corporation Of America,35.31,$268.64M,,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/odc,
ORI,Old Republic International Corporation,22.71,$6.89B,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/ori,
OLN,Olin Corporation,17.49,$2.79B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/oln,
OHI,"Omega Healthcare Investors, Inc.",41.59,$9.09B,1992.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ohi,
OMC,Omnicom Group Inc.,78.24,$17.04B,,Technology,Advertising,https://old.nasdaq.com/symbol/omc,
OGS,"ONE Gas, Inc.",88.13,$4.65B,2014.0,Public Utilities,Oil/Gas Transmission,https://old.nasdaq.com/symbol/ogs,
OLP,"One Liberty Properties, Inc.",27.02,$537.25M,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/olp,
OMF,"OneMain Holdings, Inc.",40.74,$5.54B,2013.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/omf,
OKE,"ONEOK, Inc.",70.79,$29.24B,,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/oke,
ONE,OneSmart International Education Group Limited,7.2,$1.16B,2018.0,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/one,
ONTO,Onto Innovation Inc.,35.55,$1.78B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/onto,
OOMA,"Ooma, Inc.",11.63,$245.39M,2015.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ooma,
OPY,"Oppenheimer Holdings, Inc.",27.48,$351.7M,,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/opy,
ORCL,Oracle Corporation,56.19,$184.44B,1986.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/orcl,
ORAN,Orange,16.31,$43.27B,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/oran,
ORC,"Orchid Island Capital, Inc.",5.67,$357.54M,2013.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/orc,
OEC,Orion Engineered Carbons S.A,18.54,$1.12B,2014.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/oec,
ORN,"Orion Group Holdings, Inc.",5.86,$173.17M,,Basic Industries,Military/Government/Technical,https://old.nasdaq.com/symbol/orn,
IX,Orix Corp Ads,80.18,$20.55B,,Finance,Diversified Financial Services,https://old.nasdaq.com/symbol/ix,
ORA,"Ormat Technologies, Inc.",76.58,$3.91B,2004.0,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/ora,
OSK,Oshkosh Corporation,90.28,$6.17B,,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/osk,
OR,Osisko Gold Royalties Ltd,8.58,$1.23B,2016.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/or,
OUT,OUTFRONT Media Inc.,24.94,$3.57B,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/out,
OSG,"Overseas Shipholding Group, Inc.",1.75,$149.92M,2015.0,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/osg,
OMI,"Owens & Minor, Inc.",6.67,$419.93M,,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/omi,
OC,Owens Corning Inc,67.19,$7.31B,,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/oc,
OI,"Owens-Illinois, Inc.",8.94,$1.39B,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/oi,
ORCC,Owl Rock Capital Corporation,18.0,$7B,2019.0,,,https://old.nasdaq.com/symbol/orcc,
OXM,"Oxford Industries, Inc.",71.32,$1.21B,,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/oxm,
PCG,Pacific Gas & Electric Co.,7.09,$3.75B,,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/pcg,
PKG,Packaging Corporation of America,113.67,$10.76B,2000.0,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/pkg,
PD,"PagerDuty, Inc.",24.22,$1.85B,2019.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/pd,
PAGS,PagSeguro Digital Ltd.,37.77,$12.42B,2018.0,Technology,EDP Services,https://old.nasdaq.com/symbol/pags,
PANW,"Palo Alto Networks, Inc.",248.59,$24.11B,2012.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/panw,
PAM,Pampa Energia S.A.,12.97,$944.27M,,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pam,
PHX,Panhandle Royalty Company,13.21,$216.5M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/phx,
PARR,"Par Pacific Holdings, Inc.",25.11,$1.29B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/parr,
PAR,PAR Technology Corporation,30.92,$505.32M,,Miscellaneous,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/par,
PGRE,"Paramount Group, Inc.",13.58,$3.09B,2014.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pgre,
PKE,Park Aerospace Corp.,15.92,$326.65M,,Technology,Electrical Products,https://old.nasdaq.com/symbol/pke,
PK,Park Hotels & Resorts Inc.,22.57,$5.4B,2016.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/pk,
PH,Parker-Hannifin Corporation,196.57,$25.25B,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/ph,
PE,"Parsley Energy, Inc.",15.73,$4.98B,2014.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pe,
PSN,Parsons Corporation,38.99,$3.87B,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/psn,
PRTY,Party City Holdco Inc.,1.76,$166.23M,2015.0,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/prty,
PAYC,"Paycom Software, Inc.",235.26,$13.74B,2014.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/payc,
PBF,PBF Energy Inc.,32.95,$3.95B,2012.0,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/pbf,
PBFX,PBF Logistics LP,20.84,$1.29B,2014.0,Energy,Natural Gas Distribution,https://old.nasdaq.com/symbol/pbfx,
BTU,Peabody Energy Corporation,8.99,$872.03M,2017.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/btu,
PSO,"Pearson, Plc",8.64,$6.76B,,Consumer Services,Books,https://old.nasdaq.com/symbol/pso,
PEB,Pebblebrook Hotel Trust,25.57,$3.34B,2009.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/peb,
PBA,Pembina Pipeline Corp.,36.18,$18.52B,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pba,
PEI,Pennsylvania Real Estate Investment Trust,5.96,$462.19M,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pei,
PFSI,"PennyMac Financial Services, Inc.",32.15,$2.52B,2013.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/pfsi,
PMT,PennyMac Mortgage Investment Trust,22.66,$2.06B,2009.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/pmt,
PAG,"Penske Automotive Group, Inc.",51.13,$4.14B,,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/pag,
PNR,Pentair plc.,43.37,$7.29B,,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pnr,
PEN,"Penumbra, Inc.",166.49,$5.81B,2015.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/pen,
PFGC,Performance Food Group Company,46.17,$4.87B,2015.0,Consumer Non-Durables,Food Distributors,https://old.nasdaq.com/symbol/pfgc,
PKI,"PerkinElmer, Inc.",89.55,$9.95B,,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/pki,
PBT,Permian Basin Royalty Trust,3.75,$174.78M,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pbt,
PVL,Permianville Royalty Trust,1.67,$55.11M,2011.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/pvl,
