CIK,Company_Names,Form_Type,Date_Filed,Filename,year,quarter
1652044,Alphabet Inc.,4,2016-02-11,"edgar/data/1652044/0001127602-16-040754.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-12,"edgar/data/1652044/0001127602-16-040896.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-12,"edgar/data/1652044/0001127602-16-041057.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-12,"edgar/data/1652044/0001127602-16-041059.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-12,"edgar/data/1652044/0001127602-16-041069.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-16,"edgar/data/1652044/0001127602-16-041528.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-16,"edgar/data/1652044/0001127602-16-041536.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-17,"edgar/data/1652044/0001127602-16-041706.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-19,"edgar/data/1652044/0001127602-16-042345.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-19,"edgar/data/1652044/0001127602-16-042482.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-23,"edgar/data/1652044/0001127602-16-042879.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-25,"edgar/data/1652044/0001127602-16-043422.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-26,"edgar/data/1652044/0001127602-16-043666.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-26,"edgar/data/1652044/0001127602-16-043674.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-29,"edgar/data/1652044/0001127602-16-043874.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-29,"edgar/data/1652044/0001127602-16-043936.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-29,"edgar/data/1652044/0001127602-16-043945.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-29,"edgar/data/1652044/0001127602-16-043949.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-02-29,"edgar/data/1652044/0001127602-16-043980.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-01,"edgar/data/1652044/0001127602-16-044071.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-01,"edgar/data/1652044/0001127602-16-044316.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-03,"edgar/data/1652044/0001127602-16-044759.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-03,"edgar/data/1652044/0001127602-16-044768.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-03,"edgar/data/1652044/0001127602-16-044774.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-04,"edgar/data/1652044/0001127602-16-045096.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-04,"edgar/data/1652044/0001127602-16-045137.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-07,"edgar/data/1652044/0001127602-16-045371.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-08,"edgar/data/1652044/0001127602-16-045600.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-14,"edgar/data/1652044/0001127602-16-046202.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-16,"edgar/data/1652044/0001127602-16-046610.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-22,"edgar/data/1652044/0001127602-16-047230.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-24,"edgar/data/1652044/0001127602-16-047531.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-24,"edgar/data/1652044/0001127602-16-047535.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-28,"edgar/data/1652044/0001127602-16-047686.txt
",2016,QTR1
1652044,Alphabet Inc.,4,2016-03-29,"edgar/data/1652044/0001127602-16-047750.txt
",2016,QTR1
